Size N / J / h / Evol T, Compilation Time, Execution Time, Accuracy, solution
"[6, 0.05, 0.02, 1]",0.00788641,0.0181818,0.00542005,"{'delta': 0.121313, 'omega': 2.2, 'phi': 0.0, 'x_0_': 33.0133, 'x_1_': 39.5559, 'x_2_': 46.0987, 'x_3_': 52.6414, 'x_4_': 59.1842, 'x_5_': 65.7268}"
