Size N / J / h / Evol T, Compilation Time, Execution Time, Error, solution
"[6, 0.05, 0.02, 20]",0.016788482666015625,3.397300360274311,0.09774738939759087,"[np.float64(9.489948110573941), np.float64(18.986719499573784), np.float64(28.49229299783412), np.float64(37.989064386788684), np.float64(47.479012497195335), np.float64(0.012577409390421616), np.float64(0.23548113705533877), np.float64(2.892306942675834e-15)]"
