Size N / J / h / Evol T, Compilation Time, Execution Time, Error, solution
"[12, 0.025, 0.125, 3.4]",0.547661542892456,3.997615462128398,0.05556685637538663,"[np.float64(1.74194660938462), np.float64(14.692634857848628), np.float64(-3.5894986473336252), np.float64(28.56564420135383), np.float64(-9.573479398201737), np.float64(42.028331116742024), np.float64(-19.750893094584438), np.float64(52.68831971983035), np.float64(-33.77987686802475), np.float64(57.18009943247443), np.float64(-47.57467065245047), np.float64(52.00893345672283), np.float64(-54.710066247651206), np.float64(39.122256242113444), np.float64(-51.499254430560626), np.float64(24.741046455067817), np.float64(-41.25986916758955), np.float64(14.16129057389669), np.float64(-28.0294603115021), np.float64(7.65046599874354), np.float64(-14.86651001303634), np.float64(0.7938337679823553), np.float64(0.08623911520393797), np.float64(0.2126267530100723), np.float64(4.860926952476973e-17)]"
