Size N / J / h / Evol T, Compilation Time, Execution Time, Accuracy, solution
"[12, 0.025, 0.125, 1.0]",0.0299177,0.25,0.00697375,"{'delta': 0.408995, 'omega': 1.0, 'phi': 0.0, 'x_0_0': -1.31586, 'x_0_1': 0.142362, 'x_10_0': -12.2207, 'x_10_1': -18.9188, 'x_11_0': -4.21455, 'x_11_1': -10.8492, 'x_1_0': -4.30121, 'x_1_1': 11.1107, 'x_2_0': -12.3707, 'x_2_1': 19.117, 'x_3_0': -23.3623, 'x_3_1': 22.0158, 'x_4_0': -34.3306, 'x_4_1': 19.0304, 'x_5_0': -42.3369, 'x_5_1': 10.9609, 'x_6_0': -45.2357, 'x_6_1': -0.0306204, 'x_7_0': -42.2502, 'x_7_1': -10.9989, 'x_8_0': -34.1806, 'x_8_1': -19.0051, 'x_9_0': -23.1891, 'x_9_1': -21.904}"
